[header]
width=80
height=60
tilewidth=23
tileheight=23
orientation=orthogonal

[tilesets]
tileset=CS3113/assets/graphics/Archive (500 assets)/Platformer assets pixel (retired, 380 assets)/spritesheet.png,23,23,0,0

[layer]
type=Location
data=
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,
153,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,451,451,451,451,153,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,451,451,451,451,153,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,451,451,451,451,153,451,451,451,451,153,153,451,451,451,451,451,451,71,71,451,451,451,451,71,71,451,451,71,71,451,451,451,451,15,153,
153,153,153,153,153,153,153,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,101,451,153,153,153,451,451,451,451,225,451,451,451,131,153,153,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,
153,451,451,451,451,451,153,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,153,153,153,153,153,153,153,153,103,153,153,153,153,153,451,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,153,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,153,153,153,153,153,153,153,153,103,153,153,153,153,153,103,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,103,153,153,153,153,153,103,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,45,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,103,153,153,153,153,153,103,153,153,153,451,451,451,451,451,451,451,33,33,71,71,451,451,451,451,451,451,71,71,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,35,153,153,153,451,451,71,71,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,71,71,451,153,153,153,153,153,153,153,153,103,153,153,153,153,153,103,153,153,153,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,153,153,153,153,153,153,451,451,153,153,33,33,155,451,153,
153,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,103,451,451,451,451,451,103,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,103,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,153,153,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,103,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,
153,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,103,451,451,153,451,451,451,451,451,71,71,451,451,451,451,451,71,71,451,451,451,451,451,451,451,71,451,451,451,451,451,153,153,153,
153,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,7,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,153,153,153,153,451,451,451,153,153,153,153,451,451,451,451,153,153,153,153,153,451,451,153,153,153,153,
153,451,451,35,35,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,7,37,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,35,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,71,71,451,451,451,7,37,153,153,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,153,451,451,451,451,7,153,153,153,153,153,153,153,153,153,103,451,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,153,451,451,451,35,451,451,451,7,37,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,71,451,451,195,451,451,7,37,451,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,71,71,451,451,71,71,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,103,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,153,
153,153,451,451,451,451,451,451,451,451,451,451,451,451,7,153,153,153,153,153,153,153,153,153,153,8,451,451,451,451,451,451,451,451,451,451,451,451,451,226,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,153,451,451,451,451,451,451,451,451,71,71,451,7,37,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,8,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,71,71,451,451,451,451,153,
153,153,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,38,8,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,451,451,153,
153,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,38,8,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,38,8,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,7,37,
153,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,38,8,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,7,37,153,
153,451,451,153,153,451,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,38,8,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,7,37,153,153,
153,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,38,8,451,451,451,451,71,71,451,451,71,71,451,451,71,71,451,451,71,71,71,451,451,71,71,71,451,451,451,451,7,37,153,153,153,
153,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,
153,153,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,421,451,451,421,421,451,451,451,71,71,451,451,71,71,451,451,451,16,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,153,153,153,153,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,153,153,451,451,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,71,71,451,451,451,451,71,71,451,451,451,71,71,451,451,71,71,451,451,451,71,71,451,451,46,153,
153,451,451,451,451,153,153,153,451,451,451,451,451,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,
153,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,451,451,451,71,71,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,153,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,71,71,451,451,71,71,451,451,451,71,71,451,451,451,451,71,71,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,451,451,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,451,451,153,
153,421,421,451,451,451,451,153,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,
153,451,451,451,451,451,153,153,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,153,153,
